Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,AdoptionSpeed
3,307,1,2,2,2,2,2,2,1,0,41326,3
3,307,1,2,2,2,2,2,2,1,0,41401,1
3,307,1,2,2,2,2,2,2,1,0,41326,4
3,307,1,2,2,2,2,2,2,1,0,41327,3
3,307,1,2,2,2,2,2,2,1,0,41332,4
3,307,1,2,2,2,2,2,2,1,0,41326,1
3,307,1,2,2,2,2,2,2,1,0,41326,2
4,307,1,2,2,2,2,2,2,1,0,41336,4
7,307,1,2,2,2,2,2,2,1,0,41326,3
11,307,1,2,2,2,2,2,2,1,0,41326,4
12,307,1,2,2,2,2,2,2,1,0,41326,3
1,11,2,2,2,2,2,2,2,1,0,41401,4
3,109,2,2,2,2,2,2,2,1,0,41401,3
2,179,2,2,2,2,2,2,2,1,0,41326,2
8,179,2,2,2,2,2,2,2,1,0,41330,3
48,213,2,2,2,2,2,2,2,1,0,41326,4
12,218,2,2,2,2,2,2,2,1,0,41326,4
0,307,2,2,2,2,2,2,2,1,0,41326,1
0,307,2,2,2,2,2,2,2,1,0,41326,1
0,307,2,2,2,2,2,2,2,1,0,41326,1
1,307,2,2,2,2,2,2,2,1,0,41401,1
1,307,2,2,2,2,2,2,2,1,0,41326,2
1,307,2,2,2,2,2,2,2,1,0,41327,2
1,307,2,2,2,2,2,2,2,1,0,41326,2
1,307,2,2,2,2,2,2,2,1,0,41327,2
1,307,2,2,2,2,2,2,2,1,0,41327,2
1,307,2,2,2,2,2,2,2,1,0,41326,2
1,307,2,2,2,2,2,2,2,1,0,41327,2
1,307,2,2,2,2,2,2,2,1,0,41326,2
1,307,2,2,2,2,2,2,2,1,0,41332,1
1,307,2,2,2,2,2,2,2,1,20,41327,2
1,307,2,2,2,2,2,2,2,1,0,41326,2
1,307,2,2,2,2,2,2,2,1,0,41327,1
1,307,2,2,2,2,2,2,2,1,0,41326,1
2,307,2,2,2,2,2,2,2,1,0,41326,4
2,307,2,2,2,2,2,2,2,1,0,41326,2
2,307,2,2,2,2,2,2,2,1,0,41326,2
2,307,2,2,2,2,2,2,2,1,0,41401,1
2,307,2,2,2,2,2,2,2,1,0,41401,1
2,307,2,2,2,2,2,2,2,1,0,41401,1
2,307,2,2,2,2,2,2,2,1,0,41326,2
2,307,2,2,2,2,2,2,2,1,0,41330,2
2,307,2,2,2,2,2,2,2,1,0,41326,2
2,307,2,2,2,2,2,2,2,1,0,41326,3
2,307,2,2,2,2,2,2,2,1,0,41326,2
2,307,2,2,2,2,2,2,2,1,0,41327,2
2,307,2,2,2,2,2,2,2,1,0,41401,1
2,307,2,2,2,2,2,2,2,1,0,41330,1
2,307,2,2,2,2,2,2,2,1,0,41326,2
3,307,2,2,2,2,2,2,2,1,0,41326,4
3,307,2,2,2,2,2,2,2,1,0,41326,3
3,307,2,2,2,2,2,2,2,1,0,41326,4
3,307,2,2,2,2,2,2,2,1,0,41332,4
3,307,2,2,2,2,2,2,2,1,0,41326,4
3,307,2,2,2,2,2,2,2,1,0,41401,4
3,307,2,2,2,2,2,2,2,1,0,41326,1
3,307,2,2,2,2,2,2,2,1,0,41327,3
3,307,2,2,2,2,2,2,2,1,0,41326,3
3,307,2,2,2,2,2,2,2,1,0,41326,2
3,307,2,2,2,2,2,2,2,1,0,41326,2
3,307,2,2,2,2,2,2,2,1,0,41327,2
3,307,2,2,2,2,2,2,2,1,0,41326,4
4,307,2,2,2,2,2,2,2,1,0,41326,4
4,307,2,2,2,2,2,2,2,1,0,41326,4
5,307,2,2,2,2,2,2,2,1,0,41326,4
5,307,2,2,2,2,2,2,2,1,0,41336,4
8,307,2,2,2,2,2,2,2,1,0,41326,3
12,307,2,2,2,2,2,2,2,1,0,41401,0
27,307,2,2,2,2,2,2,2,1,0,41326,3
24,218,1,3,2,2,2,2,2,1,20,41327,4
9,307,1,3,2,2,2,2,2,1,0,41401,2
10,307,1,3,2,2,2,2,2,1,0,41326,4
12,307,1,3,2,2,2,2,2,1,0,41401,4
36,307,1,3,2,2,2,2,2,1,0,41326,4
2,213,2,3,2,2,2,2,2,1,0,41326,3
2,218,2,3,2,2,2,2,2,1,0,41326,3
1,307,2,3,2,2,2,2,2,1,0,41326,2
2,307,2,3,2,2,2,2,2,1,0,41326,0
2,307,2,3,2,2,2,2,2,1,0,41326,2
18,307,1,4,2,2,2,2,2,1,0,41332,4
1,141,2,4,2,2,2,2,2,1,0,41327,4
1,307,2,4,2,2,2,2,2,1,20,41327,2
5,307,2,4,2,2,2,2,2,1,0,41401,2
1,307,1,5,2,2,2,2,2,1,0,41327,2
1,307,1,5,2,2,2,2,2,1,0,41326,1
2,307,1,5,2,2,2,2,2,1,0,41326,2
2,307,1,5,2,2,2,2,2,1,0,41326,1
3,307,1,5,2,2,2,2,2,1,0,41327,1
3,307,1,5,2,2,2,2,2,1,0,41326,4
4,307,1,5,2,2,2,2,2,1,0,41326,3
45,195,2,5,2,2,2,2,2,1,0,41401,2
2,218,2,5,2,2,2,2,2,1,0,41326,2
1,307,2,5,2,2,2,2,2,1,0,41327,2
1,307,2,5,2,2,2,2,2,1,0,41326,1
1,307,2,5,2,2,2,2,2,1,0,41326,2
1,307,2,5,2,2,2,2,2,1,0,41327,2
1,307,2,5,2,2,2,2,2,1,0,41326,3
1,307,2,5,2,2,2,2,2,1,0,41401,2
1,307,2,5,2,2,2,2,2,1,0,41326,1
2,307,2,5,2,2,2,2,2,1,150,41326,3
2,307,2,5,2,2,2,2,2,1,0,41327,3
2,307,2,5,2,2,2,2,2,1,0,41326,2
2,307,2,5,2,2,2,2,2,1,0,41326,1
3,307,2,5,2,2,2,2,2,1,0,41327,1
3,307,2,5,2,2,2,2,2,1,0,41326,2
3,307,2,5,2,2,2,2,2,1,0,41326,3
3,307,2,5,2,2,2,2,2,1,0,41326,4
4,307,2,5,2,2,2,2,2,1,0,41326,4
4,307,2,5,2,2,2,2,2,1,0,41327,1
5,307,2,5,2,2,2,2,2,1,0,41326,4
12,307,2,5,2,2,2,2,2,1,0,41330,3
50,307,2,5,2,2,2,2,2,1,0,41326,4
2,141,1,6,2,2,2,2,2,1,0,41401,1
14,141,1,7,2,2,2,2,2,1,0,41326,0
60,213,1,7,2,2,2,2,2,1,0,41330,1
72,213,1,7,2,2,2,2,2,1,0,41326,4
2,307,1,7,2,2,2,2,2,1,0,41401,1
3,307,1,7,2,2,2,2,2,1,0,41401,2
3,307,1,7,2,2,2,2,2,1,50,41401,3
5,218,2,7,2,2,2,2,2,1,50,41326,2
1,307,2,7,2,2,2,2,2,1,0,41330,3
1,307,2,7,2,2,2,2,2,1,0,41327,4
1,307,2,7,2,2,2,2,2,1,0,41326,2
1,307,2,7,2,2,2,2,2,1,0,41327,4
2,307,2,7,2,2,2,2,2,1,0,41332,3
2,307,2,7,2,2,2,2,2,1,0,41326,4
2,307,2,7,2,2,2,2,2,1,0,41401,1
2,307,2,7,2,2,2,2,2,1,0,41401,2
2,307,2,7,2,2,2,2,2,1,0,41326,4
2,307,2,7,2,2,2,2,2,1,0,41401,1
2,307,2,7,2,2,2,2,2,1,0,41326,1
3,307,2,7,2,2,2,2,2,1,0,41326,2
3,307,2,7,2,2,2,2,2,1,300,41401,2
3,307,2,7,2,2,2,2,2,1,0,41326,1
4,307,2,7,2,2,2,2,2,1,0,41326,4
4,307,2,7,2,2,2,2,2,1,0,41326,1
2,189,1,1,3,2,2,2,2,1,0,41326,0
3,103,2,1,3,2,2,2,2,1,0,41325,2
48,103,2,1,3,2,2,2,2,1,0,41326,1
2,141,2,1,3,2,2,2,2,1,0,41326,3
4,307,2,1,3,2,2,2,2,1,0,41401,1
4,307,2,1,3,2,2,2,2,1,0,41401,1
3,307,2,2,3,2,2,2,2,1,0,41326,2
4,307,1,5,3,2,2,2,2,1,0,41326,1
1,307,2,5,3,2,2,2,2,1,0,41327,1
48,205,1,1,1,3,2,2,2,1,50,41336,3
2,307,2,1,1,3,2,2,2,1,0,41401,1
17,205,1,2,1,3,2,2,2,1,0,41326,0
4,307,2,5,1,3,2,2,2,1,0,41330,1
96,75,1,6,1,3,2,2,2,1,20,41327,2
1,307,1,1,2,3,2,2,2,1,0,41327,2
1,307,1,1,2,3,2,2,2,1,0,41327,2
2,307,1,1,2,3,2,2,2,1,0,41326,0
5,307,1,1,2,3,2,2,2,1,1,41330,4
1,307,2,1,2,3,2,2,2,1,0,41401,1
3,109,1,2,2,3,2,2,2,1,0,41326,3
1,307,1,2,2,3,2,2,2,1,0,41401,1
1,307,2,2,2,3,2,2,2,1,0,41326,1
1,307,2,2,2,3,2,2,2,1,0,41326,1
2,307,2,2,2,3,2,2,2,1,0,41336,2
3,307,2,2,2,3,2,2,2,1,0,41326,2
1,307,1,7,2,3,2,2,2,1,0,41401,1
1,11,2,7,2,3,2,2,2,1,0,41401,4
6,218,2,7,2,3,2,2,2,1,20,41327,4
6,109,2,3,3,3,2,2,2,1,0,41324,1
24,307,2,4,3,3,2,2,2,1,0,41401,4
36,307,1,2,2,1,2,2,1,2,0,41326,4
42,18,1,2,2,2,2,2,1,2,0,41326,4
42,109,2,4,2,3,2,2,1,2,0,41326,3
2,307,1,1,1,1,2,2,1,1,0,41332,2
1,307,2,1,1,1,2,2,1,1,0,41401,3
4,307,2,2,1,1,2,2,1,1,30,41326,4
1,307,2,4,1,1,2,2,1,1,0,41401,3
13,307,2,7,1,1,2,2,1,1,0,41326,3
1,307,1,1,2,1,2,2,1,1,0,41336,4
9,307,1,1,2,1,2,2,1,1,0,41326,3
18,307,1,1,2,1,2,2,1,1,0,41401,2
36,307,1,1,2,1,2,2,1,1,0,41326,3
3,307,2,1,2,1,2,2,1,1,0,41326,4
5,307,2,1,2,1,2,2,1,1,0,41336,4
7,307,2,1,2,1,2,2,1,1,0,41326,3
7,307,2,1,2,1,2,2,1,1,0,41336,2
12,307,2,1,2,1,2,2,1,1,0,41326,3
24,307,2,1,2,1,2,2,1,1,0,41326,4
36,307,2,1,2,1,2,2,1,1,0,41326,4
36,307,2,1,2,1,2,2,1,1,0,41326,4
36,307,2,1,2,1,2,2,1,1,0,41326,4
50,60,1,2,2,1,2,2,1,1,0,41336,4
12,103,1,2,2,1,2,2,1,1,0,41401,4
1,307,1,2,2,1,2,2,1,1,0,41326,2
12,60,2,2,2,1,2,2,1,1,0,41326,4
0,307,2,2,2,1,2,2,1,1,0,41326,1
0,307,2,2,2,1,2,2,1,1,0,41326,3
1,307,2,2,2,1,2,2,1,1,0,41326,1
6,307,2,2,2,1,2,2,1,1,0,41401,2
12,307,2,2,2,1,2,2,1,1,0,41326,4
12,307,2,2,2,1,2,2,1,1,0,41324,4
12,307,2,2,2,1,2,2,1,1,0,41327,2
14,307,2,2,2,1,2,2,1,1,0,41326,4
24,307,2,2,2,1,2,2,1,1,0,41327,4
48,307,2,2,2,1,2,2,1,1,0,41326,4
60,307,2,2,2,1,2,2,1,1,0,41326,4
84,307,1,4,2,1,2,2,1,1,0,41326,4
15,307,2,4,2,1,2,2,1,1,0,41327,4
9,307,2,5,2,1,2,2,1,1,0,41336,3
12,307,2,5,2,1,2,2,1,1,0,41336,4
12,307,2,5,2,1,2,2,1,1,0,41326,3
7,307,2,7,2,1,2,2,1,1,0,41326,4
2,307,2,2,3,1,2,2,1,1,0,41401,1
36,307,2,2,3,1,2,2,1,1,0,41326,4
1,307,1,2,1,2,2,2,1,1,0,41401,4
8,213,2,2,1,2,2,2,1,1,50,41326,4
2,307,1,1,2,2,2,2,1,1,0,41326,1
2,307,1,1,2,2,2,2,1,1,0,41326,3
10,307,1,1,2,2,2,2,1,1,0,41326,2
12,307,1,1,2,2,2,2,1,1,0,41326,3
24,213,2,1,2,2,2,2,1,1,0,41326,4
2,307,2,1,2,2,2,2,1,1,0,41326,4
5,307,2,1,2,2,2,2,1,1,0,41336,4
7,307,2,1,2,2,2,2,1,1,0,41327,4
12,307,2,1,2,2,2,2,1,1,0,41401,4
7,307,2,2,2,2,2,2,1,1,0,41326,4
12,307,2,2,2,2,2,2,1,1,0,41326,2
120,307,2,2,2,2,2,2,1,1,0,41324,4
6,307,1,3,2,2,2,2,1,1,50,41401,4
24,109,2,4,2,2,2,2,1,1,300,41336,1
12,307,2,5,2,2,2,2,1,1,0,41336,2
6,109,2,7,2,2,2,2,1,1,0,41327,4
12,307,1,2,3,2,2,2,1,1,150,41326,2
3,307,2,2,3,2,2,2,1,1,0,41326,3
36,307,2,2,3,2,2,2,1,1,0,41336,3
8,205,2,1,1,3,2,2,1,1,0,41326,1
2,307,2,1,1,1,2,1,2,2,0,41326,4
2,307,1,1,2,1,2,1,2,2,0,41336,2
1,307,2,1,2,1,2,1,2,2,0,41401,3
1,307,2,1,2,1,2,1,2,2,0,41326,1
2,307,2,1,2,1,2,1,2,2,0,41326,3
2,307,2,1,2,1,2,1,2,2,150,41326,4
4,307,2,1,2,1,2,1,2,2,0,41326,3
2,307,1,2,2,1,2,1,2,2,0,41401,1
3,307,1,2,2,1,2,1,2,2,0,41326,2
1,307,2,2,2,1,2,1,2,2,38,41326,4
2,307,2,2,2,1,2,1,2,2,0,41401,4
4,128,1,5,2,1,2,1,2,2,0,41326,1
1,307,2,5,2,1,2,1,2,2,0,41326,0
2,307,2,5,2,1,2,1,2,2,0,41401,4
2,307,2,1,3,1,2,1,2,2,0,41401,4
1,307,2,2,3,1,2,1,2,2,0,41401,4
24,141,1,5,3,1,2,1,2,2,0,41401,4
60,20,1,1,2,2,2,1,2,2,0,41401,1
4,307,1,1,2,2,2,1,2,2,0,41326,2
4,307,1,1,2,2,2,1,2,2,0,41326,2
2,307,2,1,2,2,2,1,2,2,0,41326,1
2,307,2,2,2,2,2,1,2,2,0,41326,4
1,307,1,4,2,2,2,1,2,2,0,41332,2
3,103,1,1,3,2,2,1,2,2,300,41326,1
2,307,1,1,3,2,2,1,2,2,0,41326,4
2,307,2,2,3,2,2,1,2,2,0,41326,2
36,109,2,3,3,3,2,1,2,2,0,41401,3
2,152,1,1,1,1,2,1,2,1,0,41401,3
2,152,1,1,1,1,2,1,2,1,0,41401,2
6,152,1,1,1,1,2,1,2,1,0,41326,4
1,307,1,1,1,1,2,1,2,1,0,41401,2
2,307,1,1,1,1,2,1,2,1,0,41326,3
2,307,1,1,1,1,2,1,2,1,0,41336,4
2,307,1,1,1,1,2,1,2,1,0,41330,3
4,307,1,1,1,1,2,1,2,1,0,41326,2
2,72,2,1,1,1,2,1,2,1,0,41326,3
6,152,2,1,1,1,2,1,2,1,0,41401,3
2,218,2,1,1,1,2,1,2,1,0,41326,3
1,307,2,1,1,1,2,1,2,1,0,41326,2
1,307,2,1,1,1,2,1,2,1,50,41327,4
1,307,2,1,1,1,2,1,2,1,0,41326,3
1,307,2,1,1,1,2,1,2,1,0,41326,3
2,307,2,1,1,1,2,1,2,1,0,41326,4
2,307,2,1,1,1,2,1,2,1,0,41401,2
4,307,2,1,1,1,2,1,2,1,0,41326,4
19,307,2,1,1,1,2,1,2,1,0,41401,1
6,20,1,2,1,1,2,1,2,1,0,41326,0
2,307,1,2,1,1,2,1,2,1,0,41326,2
2,307,1,2,1,1,2,1,2,1,0,41326,4
12,307,1,2,1,1,2,1,2,1,0,41336,2
1,307,2,2,1,1,2,1,2,1,0,41332,4
1,307,2,2,1,1,2,1,2,1,30,41401,2
2,307,2,2,1,1,2,1,2,1,0,41330,2
3,307,2,2,1,1,2,1,2,1,0,41326,3
4,307,2,2,1,1,2,1,2,1,0,41401,3
7,307,2,2,1,1,2,1,2,1,0,41324,4
8,307,2,2,1,1,2,1,2,1,0,41401,3
2,42,2,4,1,1,2,1,2,1,300,41326,2
2,307,2,4,1,1,2,1,2,1,0,41326,1
5,195,2,6,1,1,2,1,2,1,0,41401,2
1,195,1,7,1,1,2,1,2,1,0,41326,1
2,307,2,7,1,1,2,1,2,1,0,41326,3
2,32,1,1,2,1,2,1,2,1,0,41326,2
2,32,1,1,2,1,2,1,2,1,0,41326,2
3,69,1,1,2,1,2,1,2,1,0,41326,2
1,141,1,1,2,1,2,1,2,1,0,41327,3
3,141,1,1,2,1,2,1,2,1,0,41326,2
2,218,1,1,2,1,2,1,2,1,0,41326,3
1,307,1,1,2,1,2,1,2,1,0,41401,2
1,307,1,1,2,1,2,1,2,1,0,41326,2
1,307,1,1,2,1,2,1,2,1,0,41326,1
1,307,1,1,2,1,2,1,2,1,0,41401,2
1,307,1,1,2,1,2,1,2,1,0,41327,1
1,307,1,1,2,1,2,1,2,1,0,41327,1
1,307,1,1,2,1,2,1,2,1,0,41401,2
1,307,1,1,2,1,2,1,2,1,0,41326,2
1,307,1,1,2,1,2,1,2,1,0,41326,1
1,307,1,1,2,1,2,1,2,1,0,41401,2
1,307,1,1,2,1,2,1,2,1,0,41326,3
1,307,1,1,2,1,2,1,2,1,0,41326,1
1,307,1,1,2,1,2,1,2,1,0,41401,2
1,307,1,1,2,1,2,1,2,1,0,41327,1
1,307,1,1,2,1,2,1,2,1,150,41326,3
1,307,1,1,2,1,2,1,2,1,0,41326,2
2,307,1,1,2,1,2,1,2,1,0,41401,1
2,307,1,1,2,1,2,1,2,1,0,41330,2
2,307,1,1,2,1,2,1,2,1,0,41327,1
2,307,1,1,2,1,2,1,2,1,200,41401,4
2,307,1,1,2,1,2,1,2,1,0,41327,1
2,307,1,1,2,1,2,1,2,1,0,41327,4
2,307,1,1,2,1,2,1,2,1,0,41326,1
2,307,1,1,2,1,2,1,2,1,0,41326,2
2,307,1,1,2,1,2,1,2,1,0,41326,3
2,307,1,1,2,1,2,1,2,1,0,41401,1
2,307,1,1,2,1,2,1,2,1,0,41401,1
2,307,1,1,2,1,2,1,2,1,80,41326,4
2,307,1,1,2,1,2,1,2,1,0,41326,1
2,307,1,1,2,1,2,1,2,1,0,41326,1
2,307,1,1,2,1,2,1,2,1,0,41326,4
2,307,1,1,2,1,2,1,2,1,0,41326,2
2,307,1,1,2,1,2,1,2,1,0,41326,3
2,307,1,1,2,1,2,1,2,1,0,41326,2
2,307,1,1,2,1,2,1,2,1,0,41326,1
2,307,1,1,2,1,2,1,2,1,0,41327,2
2,307,1,1,2,1,2,1,2,1,0,41327,2
2,307,1,1,2,1,2,1,2,1,0,41326,3
2,307,1,1,2,1,2,1,2,1,0,41326,4
2,307,1,1,2,1,2,1,2,1,0,41327,3
2,307,1,1,2,1,2,1,2,1,0,41326,1
2,307,1,1,2,1,2,1,2,1,0,41327,2
2,307,1,1,2,1,2,1,2,1,0,41326,2
2,307,1,1,2,1,2,1,2,1,0,41401,3
2,307,1,1,2,1,2,1,2,1,200,41326,2
2,307,1,1,2,1,2,1,2,1,0,41326,4
2,307,1,1,2,1,2,1,2,1,0,41326,3
2,307,1,1,2,1,2,1,2,1,0,41401,1
2,307,1,1,2,1,2,1,2,1,0,41326,1
2,307,1,1,2,1,2,1,2,1,50,41327,2
3,307,1,1,2,1,2,1,2,1,0,41336,2
3,307,1,1,2,1,2,1,2,1,0,41326,4
3,307,1,1,2,1,2,1,2,1,0,41336,1
3,307,1,1,2,1,2,1,2,1,50,41332,4
3,307,1,1,2,1,2,1,2,1,0,41336,1
3,307,1,1,2,1,2,1,2,1,0,41326,1
3,307,1,1,2,1,2,1,2,1,0,41325,3
3,307,1,1,2,1,2,1,2,1,150,41326,4
3,307,1,1,2,1,2,1,2,1,0,41326,1
3,307,1,1,2,1,2,1,2,1,50,41336,3
3,307,1,1,2,1,2,1,2,1,0,41330,1
3,307,1,1,2,1,2,1,2,1,0,41326,3
3,307,1,1,2,1,2,1,2,1,0,41401,4
4,307,1,1,2,1,2,1,2,1,80,41326,3
4,307,1,1,2,1,2,1,2,1,0,41327,4
4,307,1,1,2,1,2,1,2,1,0,41326,3
6,307,1,1,2,1,2,1,2,1,0,41330,3
12,307,1,1,2,1,2,1,2,1,0,41336,2
12,307,1,1,2,1,2,1,2,1,0,41326,2
2,76,2,1,2,1,2,1,2,1,0,41401,2
2,76,2,1,2,1,2,1,2,1,0,41401,2
3,76,2,1,2,1,2,1,2,1,0,41326,2
66,100,2,1,2,1,2,1,2,1,300,41330,3
2,103,2,1,2,1,2,1,2,1,250,41401,1
2,117,2,1,2,1,2,1,2,1,0,41326,1
3,152,2,1,2,1,2,1,2,1,0,41326,3
4,152,2,1,2,1,2,1,2,1,0,41326,3
1,213,2,1,2,1,2,1,2,1,100,41326,3
1,218,2,1,2,1,2,1,2,1,0,41326,2
2,218,2,1,2,1,2,1,2,1,0,41326,3
4,218,2,1,2,1,2,1,2,1,0,41326,1
0,307,2,1,2,1,2,1,2,1,0,41326,2
1,307,2,1,2,1,2,1,2,1,0,41326,2
1,307,2,1,2,1,2,1,2,1,0,41326,1
1,307,2,1,2,1,2,1,2,1,0,41326,2
1,307,2,1,2,1,2,1,2,1,0,41401,1
1,307,2,1,2,1,2,1,2,1,0,41325,4
1,307,2,1,2,1,2,1,2,1,0,41401,2
1,307,2,1,2,1,2,1,2,1,0,41326,3
1,307,2,1,2,1,2,1,2,1,0,41327,1
1,307,2,1,2,1,2,1,2,1,0,41326,3
1,307,2,1,2,1,2,1,2,1,0,41326,3
1,307,2,1,2,1,2,1,2,1,0,41326,1
1,307,2,1,2,1,2,1,2,1,0,41326,3
1,307,2,1,2,1,2,1,2,1,0,41326,3
1,307,2,1,2,1,2,1,2,1,0,41401,1
1,307,2,1,2,1,2,1,2,1,0,41326,3
1,307,2,1,2,1,2,1,2,1,0,41326,3
1,307,2,1,2,1,2,1,2,1,0,41326,2
1,307,2,1,2,1,2,1,2,1,0,41327,2
1,307,2,1,2,1,2,1,2,1,0,41326,1
1,307,2,1,2,1,2,1,2,1,0,41326,2
1,307,2,1,2,1,2,1,2,1,50,41326,3
1,307,2,1,2,1,2,1,2,1,0,41401,4
1,307,2,1,2,1,2,1,2,1,0,41325,2
1,307,2,1,2,1,2,1,2,1,0,41326,2
1,307,2,1,2,1,2,1,2,1,90,41326,3
1,307,2,1,2,1,2,1,2,1,0,41336,2
2,307,2,1,2,1,2,1,2,1,0,41401,2
2,307,2,1,2,1,2,1,2,1,0,41401,3
2,307,2,1,2,1,2,1,2,1,0,41326,4
2,307,2,1,2,1,2,1,2,1,0,41327,3
2,307,2,1,2,1,2,1,2,1,0,41401,3
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41327,2
2,307,2,1,2,1,2,1,2,1,0,41326,3
2,307,2,1,2,1,2,1,2,1,0,41326,1
2,307,2,1,2,1,2,1,2,1,200,41336,1
2,307,2,1,2,1,2,1,2,1,0,41401,1
2,307,2,1,2,1,2,1,2,1,5,41327,3
2,307,2,1,2,1,2,1,2,1,0,41401,3
2,307,2,1,2,1,2,1,2,1,0,41326,1
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41326,4
2,307,2,1,2,1,2,1,2,1,0,41330,2
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,50,41326,2
2,307,2,1,2,1,2,1,2,1,5,41327,1
2,307,2,1,2,1,2,1,2,1,0,41326,1
2,307,2,1,2,1,2,1,2,1,100,41326,4
2,307,2,1,2,1,2,1,2,1,0,41401,2
2,307,2,1,2,1,2,1,2,1,0,41330,2
2,307,2,1,2,1,2,1,2,1,0,41401,1
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41326,4
2,307,2,1,2,1,2,1,2,1,0,41327,2
2,307,2,1,2,1,2,1,2,1,0,41401,3
2,307,2,1,2,1,2,1,2,1,0,41327,2
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41330,4
2,307,2,1,2,1,2,1,2,1,0,41401,4
2,307,2,1,2,1,2,1,2,1,0,41327,4
2,307,2,1,2,1,2,1,2,1,100,41326,2
2,307,2,1,2,1,2,1,2,1,0,41401,2
2,307,2,1,2,1,2,1,2,1,0,41401,2
2,307,2,1,2,1,2,1,2,1,0,41326,1
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41330,3
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41326,2
2,307,2,1,2,1,2,1,2,1,0,41401,3
2,307,2,1,2,1,2,1,2,1,0,41401,3
2,307,2,1,2,1,2,1,2,1,0,41401,3
3,307,2,1,2,1,2,1,2,1,0,41326,3
3,307,2,1,2,1,2,1,2,1,0,41325,4
3,307,2,1,2,1,2,1,2,1,0,41326,2
3,307,2,1,2,1,2,1,2,1,80,41326,3
3,307,2,1,2,1,2,1,2,1,0,41326,3
3,307,2,1,2,1,2,1,2,1,50,41327,2
3,307,2,1,2,1,2,1,2,1,90,41326,3
3,307,2,1,2,1,2,1,2,1,0,41326,3
3,307,2,1,2,1,2,1,2,1,0,41336,3
3,307,2,1,2,1,2,1,2,1,0,41401,1
3,307,2,1,2,1,2,1,2,1,0,41326,4
3,307,2,1,2,1,2,1,2,1,0,41401,3
3,307,2,1,2,1,2,1,2,1,0,41336,1
3,307,2,1,2,1,2,1,2,1,0,41326,2
3,307,2,1,2,1,2,1,2,1,0,41326,4
3,307,2,1,2,1,2,1,2,1,0,41401,4
3,307,2,1,2,1,2,1,2,1,0,41326,4
4,307,2,1,2,1,2,1,2,1,0,41335,4
4,307,2,1,2,1,2,1,2,1,0,41401,4
4,307,2,1,2,1,2,1,2,1,0,41326,3
4,307,2,1,2,1,2,1,2,1,0,41326,2
5,307,2,1,2,1,2,1,2,1,0,41326,2
5,307,2,1,2,1,2,1,2,1,0,41336,4
6,307,2,1,2,1,2,1,2,1,0,41401,3
12,307,2,1,2,1,2,1,2,1,0,41327,2
12,307,2,1,2,1,2,1,2,1,0,41326,4
5,20,1,2,2,1,2,1,2,1,0,41326,1
2,109,1,2,2,1,2,1,2,1,0,41326,2
2,154,1,2,2,1,2,1,2,1,0,41401,4
1,218,1,2,2,1,2,1,2,1,0,41326,2
2,218,1,2,2,1,2,1,2,1,0,41326,2
3,218,1,2,2,1,2,1,2,1,0,41326,2
0,307,1,2,2,1,2,1,2,1,0,41326,2
1,307,1,2,2,1,2,1,2,1,0,41401,4
1,307,1,2,2,1,2,1,2,1,0,41401,1
1,307,1,2,2,1,2,1,2,1,0,41326,2
1,307,1,2,2,1,2,1,2,1,0,41325,3
1,307,1,2,2,1,2,1,2,1,0,41401,3
1,307,1,2,2,1,2,1,2,1,0,41325,3
1,307,1,2,2,1,2,1,2,1,0,41326,2
1,307,1,2,2,1,2,1,2,1,0,41401,2
1,307,1,2,2,1,2,1,2,1,0,41401,3
2,307,1,2,2,1,2,1,2,1,0,41326,4
2,307,1,2,2,1,2,1,2,1,0,41327,4
2,307,1,2,2,1,2,1,2,1,0,41327,2
2,307,1,2,2,1,2,1,2,1,0,41326,3
2,307,1,2,2,1,2,1,2,1,0,41326,1
2,307,1,2,2,1,2,1,2,1,90,41326,3
2,307,1,2,2,1,2,1,2,1,0,41401,2
2,307,1,2,2,1,2,1,2,1,0,41326,1
2,307,1,2,2,1,2,1,2,1,0,41327,2
2,307,1,2,2,1,2,1,2,1,0,41401,2
2,307,1,2,2,1,2,1,2,1,0,41401,2
2,307,1,2,2,1,2,1,2,1,0,41336,1
2,307,1,2,2,1,2,1,2,1,0,41326,2
2,307,1,2,2,1,2,1,2,1,80,41326,4
2,307,1,2,2,1,2,1,2,1,0,41326,1
3,307,1,2,2,1,2,1,2,1,0,41326,1
3,307,1,2,2,1,2,1,2,1,0,41326,2
3,307,1,2,2,1,2,1,2,1,0,41330,2
3,307,1,2,2,1,2,1,2,1,0,41326,2
3,307,1,2,2,1,2,1,2,1,0,41326,3
